Review,Palabras
"la habitacion estaba muy amplia ,comoda limpia , y la vista del centro historico fue espectacular desde la habitación, el trato del personal fue algo de lo que no me agrado , un trato muy frio y distante, ademas de que el precio de los alimentos del restaurante del hotel eran exhorbitantes y siempre estaba solo, con la hoste invitandote a pasar casi a fuerzas, las areas de los pasillos y elevadores del hotel merecen una remodelada o limpieza urgente, huelen a alfombra sucia!! y los elevadores estan medio anticuados!! la ubicación era excelente, pero el estacionamiento muy incomodo y los accesos a la Calle, LO BUENO QUE CUENTAN CON VALET PARQUING, un hotel caro por el mal servicio que ofrece y sus instalaciones anticuadas, la alberca es pequeña pero muy relajante, me gusto el_x0085_","['habitacion', 'amplio', 'comoda', 'limpio', 'visto', 'centro', 'historico', 'espectacular', 'habitacion', 'trato', 'personal', 'agrado', 'trato', 'frio', 'distante', 'adema', 'precio', 'alimento', 'restaurante', 'hotel', 'exhorbitant', 'siempre', 'solo', 'hoste', 'invitandote', 'pasar', 'casi', 'fuerza', 'areas', 'pasillo', 'elevador', 'hotel', 'merecer', 'remodelado', 'limpieza', 'urgente', 'oler', 'alfombra', 'sucio', 'elevador', 'estar', 'medio', 'anticuado', 'ubicacion', 'excelente', 'estacionamiento', 'incomodo', 'accesos', 'calle', 'bueno', 'contar', 'valet', 'parquing', 'hotel', 'caro', 'mal', 'servicio', 'ofrecer', 'instalación', 'anticuado', 'alberca', 'pequena', 'relajante', 'gusto', 'el_x0085', '_']"
"Mal servicio, había que llamar hasta 2 ocaciones para que resolvieron los problemas. Lo único bueno es que tiene cerca la playa. Lo malo es las masajistas que son muy muy insistentes en darte un masaje.  ","['mal', 'servicio', 'habiar', 'llamar', 'two', 'ocación', 'resolver', 'problema', 'unico', 'bueno', 'cerca', 'playa', 'malo', 'masajista', 'insistente', 'dartir', 'masaje']"
"Super buen lugar , muy elegante y muy bien ubicado , con una super vista y muy atentos los meseros en especial Francisco , Victor y Osmán","['super', 'buen', 'lugar', 'elegante', 'bien', 'ubicado', 'super', 'visto', 'atento', 'mesero', 'especial', 'francisco', 'victor', 'osmar']"
"Chichen Itza es un gran lugar para visitar. Es un viaje de un día, partiendo de su hotel temprano por la mañana y volver temprano en la noche. En el viaje en autobús al sitio nos ofrecieron bebidas y aperitivos y en el viaje de regreso algunas cervezas frías y Tequila. Utilizamos Olympus Tours y nos parecieron ser amable e informativo. agua y sombrillas son ofrecidas por la caminata de la excursión. Nos detuvimos en un buffet para el almuerzo con entretenimiento, que estaba incluido en el precio de la excursión. También hicimos una parada que también estaba incluida en la visita al Cenote, un lavabo hoyos para una gran experiencia y bonitas fotos. Traiga su traje de baño y toalla. taquillas y vestuarios disponibles. Si vas a Cancún usted debe tomar el tiempo para visitar las ruinas Mayas, una de las siete maravillas del mundo.","['chichar', 'itza', 'gran', 'lugar', 'visitar', 'viaje', 'diar', 'partir', 'hotel', 'temprano', 'manán', 'volver', 'temprano', 'noche', 'viaje', 'autobus', 'sitio', 'ofrecer', 'bebida', 'aperitivo', 'viaje', 'regreso', 'cerveza', 'fria', 'tequila', 'utilizamos', 'olympus', 'tour', 'parecer', 'ser', 'amable', 'informativo', 'agua', 'sombrilla', 'ofrecido', 'caminata', 'excursion', 'detuvimos', 'buffet', 'almuerzo', 'entretenimiento', 'incluido', 'precio', 'excursion', 'tambien', 'hicimo', 'parada', 'tambien', 'incluido', 'visita', 'cenote', 'lavabo ', 'hoyo', 'gran', 'experiencia', 'bonito', 'foto', 'traigo', 'traje', 'bano', 'toallar', 'taquilla', 'vestuario', 'disponible', 'si', 'ir', 'cancun', 'usted', 'deber', 'tomar', 'tiempo', 'visitar', 'ruina', 'maya', 'siete', 'maravilla', 'mundo']"
"Esta abrumadora Eatery atmosférico, te lleva atrás en el tiempo ...
El interior y el ""paisaje"" del restaurante es entre algo real, algo mágicamente y algo que le recuerda a un sueño ... que te lleva a un sentido de verdadero ""mágico de Lo"" no...salir de Cuba sin ser parte de este lugar.
Fuimos por la noche, nuestro hijo, nuestro 10 años y que los padres. Las calles de abajo estaban llenas de los sonidos de la noche y el restaurante estaba lleno de gente, el ambiente era muy mágico, la comida era muy buena y la gente que asistió a nosotros amable y el servicio tenía un toque personal muy especial: -)Más","['abrumador', 'eatery', 'atmosferico', 'llevar', 'atra', 'tiempo', 'interior', 'paisaje', 'restaurante', 'real', 'magicamente', 'recordar', 'sueno', 'llevar', 'verdadero', 'magico', 'salir', 'cuba', 'ser', 'parte', 'lugar', 'noche', 'hijo', 'tar', 'ano', 'padre', 'call', 'abajo', 'llena', 'sonido', 'noche', 'restaurante', 'lleno', 'gente', 'ambiente', 'magico', 'comida', 'buen', 'gente', 'asistio', 'amable', 'servicio', 'tenia', 'toque', 'personal', 'especial', 'mas']"
"buena atencion y servicio, buenas habitaciones, excelente gastronomia, playas tranquilas, bebidas excelentes, cerca a la ciudad amurallda y el centro historico de cartagena, bocagrande, piscinas limpias y agradables.","['buen', 'atencion', 'servicio', 'buena', 'habitación', 'excelente', 'gastronomia', 'playa', 'tranquilo', 'bebida', 'excelente', 'cerca', 'ciudad', 'amuralldar', 'centro', 'historico', 'cartagena', 'bocagrande', 'piscina', 'limpio', 'agradable']"
"Cuando me entregsron la habitación había un calzon de mujer , me hostigaron todo el día por whatsapp en mis vacaciones, a pesar de que en Cartagena no es potable solo te proporcionan 1 litro de agua para una habitación donde estábamos 3 personas 4  para 5 días , el WiFi es pésimo, muy baja velocidad . Los computadores que proporciona  para el uso de los huéspedes tienen lineas en la pantalla y uno no se puede usar . Por otro lado en el ascensor el botón del piso 6 estaba dañado y me todo subir al 7 o bajar al 8, y Finalmente quisiera decir que viajo mucho ya sea por placer o por trabajo y este es el peor hotel en que me he quedado en Toda mi vida","['entregsron', 'habitacion', 'habia', 'calzon', 'mujer', 'hostigar', 'dia', 'whatsapp', 'vacación', 'pesar', 'cartagena', 'potable', 'solo', 'proporcionar', 'one', 'litro', 'agua', 'habitacion', 'estabamo', 'threir', 'persona', 'four', 'five', 'dias', 'wifi', 'pesimo', 'bajo', 'velocidad', 'computador', 'proporcionar', 'uso', 'huesped', 'line', 'pantalla', 'poder', 'usar', 'lado', 'ascensor', 'boton', 'piso', 'six', 'danado', 'subir', 'sevir', 'bajar', 'eight', 'finalmente', 'querer', 'decir', 'viajo', 'placer', 'trabajo', 'peor', 'hotel', 'quedado', 'todo', 'vida']"
"Muy buen servicio nos atendio reimundo.  Las bebidas estan muy ricas, hay mucha variedad de alimentos.","['buen', 'servicio', 'atendio', 'reimundo', 'bebida', 'estir', 'rica', 'mucho', 'variedad', 'alimento']"
"trabajamos con Jennifer Carr de tropical viajeros para coordinar nuestro destino boda en este lugar. Desde el momento en que llegamos hasta el día muy deprimente que nos teníamos que marchar, nuestra experiencia no podría haber sido mejor. El servicio era excelente, las instalaciones eran una maravilla, y la experiencia fue inolvidable. Tenemos 0 quejas de nuestro viaje y le recomendaría este complejo a todos aquellos que desean disfrutar de una experiencia todo incluido completa!","['trabajar', 'jennifer', 'carr', 'tropical', 'viajero', 'coordinar', 'destino', 'boda', 'lugar', 'momento', 'llegar', 'diar', 'deprimente', 'tener', 'marchar', 'experiencia', 'podrio', 'haber', 'ser', 'mejor', 'servicio', 'excelente', 'instalación', 'maravillo', 'experiencia', 'inolvidable', 'zero', 'queja', 'viaje', 'recomendario', 'complejo', 'aquel', 'desear', 'disfrutar', 'experiencia', 'incluido', 'completo']"
Una zona muy segura. Los policías son muy amables para ubicarte. El punto de información de la alcaldía entrega muy buenas recomendaciones. La peatonal muy pintoresca.,"['zona', 'seguro', 'policia', 'amable', 'ubicarte', 'punto', 'informacion', 'alcaldio', 'entrega', 'buena', 'recomendación', 'peatonal', 'pintoresco']"
Este cerro es muy famoso e impresionante se puede ver desde muchos puntos de la ciudad y de donde se vea es espectacular,"['cerro', 'famoso', 'impresionante', 'poder', 'ver', 'punto', 'ciudad', 'vea', 'espectacular']"
"Exente servicio y comida de lo mejor, bien ubicado, muy buena presentación de platillos y mejor las bebidas que gran lugar. 
Felicidades","['exente', 'servicio', 'comida', 'mejor', 'bien', 'ubicado', 'buen', 'presentacion', 'platillo', 'mejor', 'bebida', 'gran', 'lugar', 'felicidad']"
"Este hotel inicio muy bien, viajo constantemente a Mérida y veo como de ha deteriorado. El personal varía mucho te encuentras el que te atiende bien y el que te atiende pésimo , el servicio de desayuno que es lo que mas uso se ha venido a menos","['hotel', 'inicio', 'bien', 'viajo', 'constantemente', 'merido', 'ver', 'deteriorado', 'personal', 'vario', 'encuentra', 'atender', 'bien', 'atender', 'pesimo', 'servicio', 'desayunar', 'mas', 'uso', 'venido', 'menos']"
"Nunca había probado una cemita y pedí la de portobello con flor de calabaza y me gusto mucho. 

También estaban muy ricas la entrada de quesos con cuitlacoche y la crema poblana. El pastel de chocolate esta muy bueno aunque hubiera preferido que no llevara...Más","['nunca', 'habiar', 'probado', 'cemito', 'pedi', 'portobello', 'flor', 'calabacer', 'gusto', 'tambien', 'rico', 'entrado', 'quesos', 'cuitlacochir', 'cremo', 'poblana', 'pastel', 'chocolate', 'bueno', 'aunque', 'preferido', 'llevar', 'mas']"
"Habia estado hace algunos años en este hotel y estaba pasable, ahora es un hotel viejo, con pobre higiene y un servicio que deja que desear, deje mis datos para que me enviaran la factura y nunca llego, he tenido que llamar 3 veces para que me la envíen, ya la enviaron pero esta equivocada, bastante molesto tener que estar persiguiendo un documento que por ley deben de enviar de forma inmediata, en fin es un reflejo de toda la administracion del hotel, no lo recomiendo, yo no regreso.","['habia', 'hacer', 'ano', 'hotel', 'pasable', 'ahora', 'hotel', 'viejo', 'pobre', 'higienir', 'servicio', 'dejar', 'desear', 'deje', 'dato', 'enviar', 'factura', 'nunca', 'llego', 'llamar', 'three', 'vez', 'envien', 'enviar', 'equivocado', 'bastante', 'molesto', 'tener', 'perseguir', 'documento', 'ley', 'deber', 'enviar', 'forma', 'inmediato', 'fin', 'reflejo', 'todo', 'administracion', 'hotel', 'recomeir', 'regreso']"
"Ir a La Habana sin visitar la bodeguita del medio, no tiene sentido, un bar acogedor, temático y romántico en el que se pueden deleitar con el mejor  mojito de Cuba. Además de una buena música y mucha historia...realmente vale la pena visitarlo!","['ir', 'habán', 'visitar', 'bodeguita', 'medio', 'bar', 'acogedor', 'tematico', 'romantico', 'poder', 'deleitar', 'mejor', 'mojito', 'cuba', 'adema', 'buen', 'musico', 'mucho', 'historia', 'realmente', 'valer', 'pena', 'visitar él']"
"Empezare por lo bueno. Las camas son muy grandes y confortables. El desayuno es muy variado y rico. La habitación es muy amplia y luminosa. Nuestra estancia se dividió en dos ya que fuimos a los cayos. En la planta 16 preciosas vistas al malecón, y en la 15 preciosas vistas a La Habana. En cuanto al resto,  el lobby está bien, y en la planta 25 hay fiestas con música en directo los miércoles. En cuanto a lo malo; Los pasillos tienen una moqueta muy vieja y humedades en las paredes. Las habitaciones tienen un mobiliario viejo y que por la humedad está dilatado, las puertas del baño también. La bañera repintada y vieja, el espejo con desconchones. De los seis ascensores funcionaban dos y el día que nos íbamos se rompió otro y en el que si funcionaba no había luz, y los botones no…","['empezare', 'bueno', 'cama', 'grande', 'confortabl', 'desayuno', 'variado', 'rico', 'habitacion', 'amplio', 'luminoso', 'estancia', 'dividio', 'dos', 'cayo', 'plantar', 'sixtear', 'precioso', 'visto', 'malecon', 'fifteir', 'precioso', 'vista', 'habán', 'cuanto', 'resto', 'lobby', 'bien', 'planto', 'twentyfivir', 'fiesta', 'musico', 'directo', 'miercol', 'cuanto', 'malo', 'pasillo', 'moqueto', 'viejo', 'humedad', 'pared', 'habitaciones', 'mobiliario', 'viejo', 'humedad', 'dilatado', 'puerta', 'bano', 'tambien', 'banera', 'repintado', 'viejo', 'espejo', 'desconchón', 'seis', 'ascensor', 'funcionar', 'dos', 'dia', 'ibamos', 'rompio', 'si', 'funcionar', 'habio', 'luz', 'botón']"
"Visité el cerro Monserrate en mayo  del 2018, si van en vehículo propio hay parqueaderos al lado de la entrada al cerro (No son costosos), debes hacer una fila para comprar tu tiquete y otra para ingresar (Puedes pagar con tarjeta). una vez ingresas, puedes ingresar por el teleférico, el tranvía o a pie. El teleférico tiene horarios de uso pero el tranvía funciona todo el tiempo, si optan por el tranvía les recomiendo ubicarse al frente para tener la mejor vista al subir y bajar. Hay una zona de souvenirs donde pueden comprar recuerdos y hay lugares donde comer también, sin mencionar obviamente la vista para unas increíbles fotos.","['visitar', 'cerro', 'monserrate', 'mayo', 'two', 'thousand', 'and', 'eighteir', 'si', 'ir', 'vehiculo', 'propio', 'parqueadero', 'lado', 'entrada', 'cerro', 'costoso', 'deber', 'hacer', 'fila', 'comprar', 'tiquete', 'ingresar', 'poder', 'pagar', 'tarjeta', 'vez', 'ingresa', 'poder', 'ingresar', 'teleferico', 'tranvia', 'pie', 'teleferico', 'horario', 'uso', 'tranvia', 'funcionar', 'tiempo', 'si', 'optar', 'tranvia', 'recomeir', 'ubicar él', 'frente', 'tener', 'mejor', 'visto', 'subir', 'bajar', 'zona', 'souvenirs', 'poder', 'comprar', 'recuerdo', 'lugar', 'comer', 'tambien', 'mencionar', 'obviamente', 'ver', 'uno', 'increibl', 'foto']"
"Excelente atención recibida, la comida super deliciosa, la atención de juan Carlos muy esmerada, en el lobby a isaias. La srta yoemi,muy atenta y destaco la atención de jeison, quien nos ayudó mucho. Sin duda volveremos","['excelente', 'atencion', 'recibido', 'comida', 'super', 'deliciós', 'atencion', 'juan', 'carlos', 'esmerado', 'lobby', 'isaia', 'srto', 'yoemi', 'atento', 'destaco', 'atencion', 'jeison', 'ayudo', 'dudar', 'volver']"
"Las instalaciones muy bonitas y limpias la atención del personal de la misma manera me encanto!! Las promociones del mismo hotel muy buenas, el desayuno buffet con mucha variedad de alimentos, la atención del personal excelente y los dibujos increibles","['instalación', 'bonito', 'limpio', 'atencion', 'personal', 'mismo', 'manera', 'encanto', 'promoción', 'mismo', 'hotel', 'buena', 'desayuno', 'buffet', 'mucho', 'variedad', 'alimento', 'atencion', 'personal', 'excelente', 'dibujo', 'increibl']"
"Muy buena comida, muy buena musica, servicio me quedo mal, lo mas molesto el tipo de gente que hay, primera vez en un restaurante ""supuestamente bien"" en san pedro que me tocan weyes con prostitutas en la mesa de alado. Se exceden lo que dejan...Más","['buen', 'comida', 'buen', 'musico', 'servicio', 'quedar', 'mal', 'mas', 'molesto', 'tipo', 'gente', 'primero', 'vez', 'restaurante', 'supuestamente', 'bien', 'san', 'pedro', 'tocar', 'weyes', 'prostituta', 'més', 'alado', 'exceder', 'dejar', 'mas']"
"Fue una muy linda experiencia, ya que hicimos el tour con guía particular y nos enteramos de toda la historia de este impactante castillo y teniendo en cuenta los años que tiene, nos sorprendió, con la inteligencia que fue construido ( por los españoles ) pensando en las invasiones inglesas; los túneles todos conectados, los huecos con eco para avisar con un solo grito a todos los soldados del castillo. Cosejo importante,si toca día de sol, que no falte sombrero o gorra y agua. te venden en la entreda, como siempre negociar precio. En fin, les podría contar mucho mas, pero prefiero que hagan la visita y se sorprendan.","['lindo', 'experiencia', 'hicimo', 'tour', 'guia', 'particular', 'enterar', 'todo', 'historia', 'impactante', 'castillo', 'contar', 'ano', 'sorprendio', 'inteligencia', 'construido', 'espanol', 'pensar', 'invasión', 'inglés', 'tunel', 'conectado', 'huecos', 'eco', 'avisar', 'solo', 'grito', 'soldado', 'castillo', 'cosejo', 'importante', 'si', 'tocar', 'diar', 'sol', 'falte', 'sombrero', 'gorra', 'agua', 'vender', 'entreda', 'siempre', 'negociar', 'precio', 'fin', 'podrio', 'contar', 'mas', 'prefiero', 'hacer', 'visita', 'sorprendar']"
"Es increible que un hotel de la cadena Posadas cuente con recepcionistas que no tengan actitud de servicio. El recepcionista de la tarde (ni siquiera para saber su nombre ya que no contaba con gafete) nos dijo que no tenían habitaciones con dos camas, sin embargo me dijo que me podía colocar una cama extra de tamaño MATRIMONIAL sin costo, al subir la cama adicional me percato que es tamaño individual, a lo que el joven solo se limitó a decir ""es el único tamaño que tenemos, pero le podemos subir una segunda cama"", ya se imaginarán, si de por si los cuartos son pequeños añadir 2 camas hace que no puedas ni abrir la puerta de lo ajustado que quedas. Para acabar y simplemente para acabar... el mismo joven tenía aliento alcohólico !....  Pésima imagen del hotel. Ojalá que el_x0085_","['increible', 'hotel', 'cadena', 'posada', 'contar', 'recepcionista', 'actitud', 'servicio', 'recepcionista', 'tarde', 'siquiera', 'saber', 'nombre', 'contar', 'gafete', 'decir', 'teniar', 'habitación', 'dos', 'cama', 'embargo', 'decir', 'podia', 'colocar', 'cama', 'extra', 'tamano', 'matrimonial', 'costo', 'subir', 'cama', 'adicional', 'percato', 'tamano', 'individual', 'joven', 'solo', 'limito', 'decir', 'unico', 'tamano', 'poder', 'subir', 'segundo', 'cama', 'imaginarar', 'si', 'si', 'cuarto', 'pequeno', 'anadir', 'two', 'cama', 'hacer', 'pueda', 'abrir', 'puerta', 'ajustado', 'queda', 'acabar', 'simplemente', 'acabar', 'mismo', 'joven', 'tenia', 'aliento', 'alcoholico', 'pesimar', 'imagen', 'hotel', 'ojala', 'el_x0085', '_']"
"Si estás en la plaza, pasear en el palacio del gobernador y mirar. El edificio en sí es interesante, y los murales contar una historia convincente de la gente Maya. En algunos lugares me sentí los murales le restaron valor a la arquitectura del edificio. Son sin duda de un estilo diferente. En un segundo piso habitación preparativos con miras a un evento, y por alguna razón la gente sorround pensamos que la música era necesario explosión dolorosos en los niveles de decibelios.","['si', 'plazar', 'pasear', 'palacio', 'gobernador', 'mirar', 'edificio', 'si', 'interesantar', 'mural', 'contar', 'historia', 'convincente', 'gente', 'maya', 'lugar', 'senti', 'mural', 'restar', 'valor', 'arquitectura', 'edificio', 'dudar', 'estilo', 'diferente', 'segundo', 'piso', 'habitacion', 'preparativo', 'mira', 'eventir', 'alguno', 'razon', 'gente', 'sorround', 'pensar', 'musico', 'necesario', 'explosion', 'doloroso', 'nivel', 'decibelio']"
"Muy buen ambiente, buen sabor y excelentes recomendaciones. Ideal para todo tipo de reunión, ya sea en familia, negocios o amigos. Muy recomendado.","['buen', 'ambiente', 'buen', 'sabor', 'excelente', 'recomendación', 'ideal', 'tipo', 'reunion', 'familia', 'negocio', 'amigo', 'recomendado']"
"casi no vamos a Chichen Itza porque habíamos estado en varias otras ruinas mayas. Nuestros amigos dijeron que viven en Tulum que teníamos que ir. Estoy muy contenta de haberlo hecho. Llegamos allí cuando inauguró el parque. Es el momento perfecto. Esto fue un poco extraño. Hay dos entradas que tienes que pagar para entrar en el parque. Fui hasta la primera ventana de billetes y nuestras entradas. Luego nos parado por un chico que quiere ser nuestro guía. Él es muy agradable, pero le decimos No. Luego él nos dice que aún tenemos que pagar otra entrada en el siguiente puesto de cajera. En primer lugar, creo que él es si éramos estafadores. Él es justo. no lo entiendo. dijo que es como se paga allí al gobierno federal y se paga allí para el gobierno estatal. Lo que sea. Fui a la próxima cajero, comprado más entrada pases, y nos dirigimos a la puerta de entrada. Efectivamente, había dos arriesgan diferentes de billetes.Sin embargo, cualquiera que sea la tarifa era, valió la pena. La primera cosa que se ve es la gran pirámide y está cubierto por una capa de niebla ligera. Oh my. totalmente mística. Desde allí Caminamos por los jardines en total inspirador. Hicimos un descanso y fuimos al Mayaland hotel para el desayuno. Sé que el nombre suena mal, pero este lugar no es pasatiempo favorito. Los jardines son como viejos Hawaii. Hay bungaloes bajos con techo de paja están ubicados en todo los jardines tropicales. Esta es una visita obligada. El desayuno era magnífico y deliciosa.","['casi', 'ir', 'chichar', 'itza', 'habiar', 'varios', 'ruina', 'maya', 'amigo', 'decir', 'vivir', 'tulum', 'teniar', 'ir', 'contentar', 'haber él', 'hacer', 'llegar', 'alli', 'inauguro', 'parque', 'momento', 'perfecto', 'extrano', 'dos', 'entrada', 'pagar', 'entrar', 'parque', 'primero', 'ventana', 'billete', 'entrada', 'luego', 'parado', 'chico', 'querer', 'ser', 'guia', 'agradable', 'decir', 'luego', 'decir', 'aun', 'pagar', 'entrada', 'siguiente', 'puesto', 'cajero', 'primero', 'lugar', 'creer', 'si', 'erar', 'estafador', 'justo', 'entender', 'decir', 'paga', 'alli', 'gobierno', 'federal', 'pagar', 'alli', 'gobierno', 'estatal', 'proxima', 'cajero', 'comprado', 'mas', 'entrada', 'pás', 'dirigimo', 'puerta', 'entrada', 'efectivamente', 'habio', 'dos', 'arriesgar', 'diferente', 'billetessin', 'embargo', 'cualquiera', 'tarifa', 'valio', 'pena', 'primero', 'cosa', 'ver', 'gran', 'piramidir', 'cubierto', 'capa', 'niebla', 'ligero', 'oh', 'my', 'totalmente', 'mistico', 'alli', 'caminar', 'jardín', 'total', 'inspirador', 'hacer', 'descanso', 'mayaland', 'hotel', 'desayuno', 'nombre', 'sonar', 'mal', 'lugar', 'pasatiempo', 'favorito', 'jardín', 'viejo', 'hawaii', 'bungalo', 'bajo', 'techo', 'pajar', 'estar', 'ubicado', 'jardín', 'tropical', 'visita', 'obligado', 'desayuno', 'magnifico', 'deliciós']"
"Es un lugar muy agradable de visitar, no recomiendo ir tan tarde porque se llena mucho, pero es un sitio ideal para tomar muchas fotos increíbles. Puedes pasear por allí tranquilamente y si vas el domingo es gratis. Me encantó!!!!!","['lugar', 'agradable', 'visitar', 'recomeir', 'ir', 'tanto', 'tarde', 'lleno', 'sitio', 'ideal', 'tomar', 'mucho', 'foto', 'increibl', 'poder', 'pasear', 'alli', 'tranquilamente', 'si', 'ir', 'domingo', 'grati', 'encanto']"
Lugar bonito e histórico.Muy Recomendable para pasar un día aprendiendo y divirtiéndose.Cerca de la ciudad de Monterrey.,"['lugar', 'bonito', 'historicomuy', 'recomendable', 'pasar', 'dia', 'aprender', 'divirtiendosecerca', 'ciudad', 'monterrey']"
"Este es uno de los mejores museos que he visitado ya que el colorido de las obras es increíble, nunca fui gran fan de Botero hasta ahora, es 100% recomendable ","['mejor', 'museo', 'visitado', 'colorido', 'obra', 'increible', 'nunca', 'gran', 'fan', 'botero', 'ahora', 'one', 'hundred', 'recomendable']"
"Somos miembros en Villa del Arco en Cabo San Lucas y quería probar otro complejo de Villa para una escapada de invierno. Villa del Palmar Flamingos en la Rivera Nayarit no decepcionó!
Habitaciones - Todas las habitaciones vista Bahía de Banderas y recomendaría un nivel inferior o a nivel superior, ya algunas de las palmeras en el resort puede obstaculizar la vista. Nos hospedamos en una suite de dos habitaciones y era muy amplia y limpia. El servicio de limpieza hizo un buen trabajo ... las habitaciones siempre estaba muy limpio e incluso nos sorprendió un par de días con lindos animales de toalla.
Los botones, estaban todos excepcional! Nuestro amigo que viajó con nosotros, perdió su teléfono móvil en un taxi en nuestro camino a una excursión. Debido al gran servicio de botones y el personal su información grabada, fueron capaces de localizar el conductor del taxi y su teléfono móvil. Este complejo hace un gran trabajo en cierto sus clientes están seguros.
Servidores - los servidores piscina estaban bien sobre advierte que cuando happy hour era cada día. El servicio era bueno, pero me pareció que a veces pueden haber sido corto de personal ya que no por tan a menudo como los camareros hicieron por nosotros en Cabo. En la cena en el patrón los camareros parecía aún más corto de personal, ya que una noche nos esperó bastante tiempo para tener nuestra orden y recibir la comida.
Comida: la comida era buena ... Más opciones de restaurantes y opciones de comida sería una ventaja.
En general, nos gustó mucho este complejo y, sin duda, volveremos. La playa, la piscina y las vistas eran impresionantes!","['miembro', 'villa', 'arco', 'cabo', 'san', 'luca', 'queria', 'probar', 'complejo', 'villa', 'escapado', 'invierno', 'villa', 'palmar', 'flamingo', 'rivera', 'nayarit', 'decepciono', 'habitación', 'todo', 'habitación', 'visto', 'bahio', 'bandera', 'recomendario', 'nivel', 'inferior', 'nivel', 'superior', 'palmera', 'resort', 'poder', 'obstaculizar', 'visto', 'hospedar', 'suitir', 'dos', 'habitación', 'amplio', 'limpio', 'servicio', 'limpieza', 'hacer', 'buen', 'trabajo', 'habitación', 'siempre', 'limpio', 'incluso', 'sorprendio', 'par', 'dia', 'lindo', 'animal', 'toallar', 'botón', 'excepcional', 'amigo', 'viajo', 'perdio', 'telefono', 'movil', 'taxi', 'camino', 'excursion', 'debido', 'gran', 'servicio', 'botón', 'personal', 'informacion', 'grabado', 'capaz', 'localizar', 'conductor', 'taxi', 'telefono', 'movil', 'complejo', 'hacer', 'gran', 'trabajo', 'cierto', 'cliente', 'estar', 'seguro', 'servidor', 'servidor', 'piscinar', 'bien', 'advertir', 'happy', 'hour', 'cada', 'dia', 'servicio', 'bueno', 'parecio', 'vez', 'poder', 'haber', 'ser', 'corto', 'personal', 'tanto', 'menudo', 'camarero', 'hacer', 'cabo', 'cena', 'patron', 'camarero', 'pareciar', 'aun', 'mas', 'corto', 'personal', 'noche', 'esperar', 'bastante', 'tiempo', 'tener', 'orden', 'recibir', 'comida', 'comida', 'comida', 'buen', 'mas', 'opción', 'restaurante', 'opción', 'comida', 'serio', 'ventaja', 'general', 'gusto', 'complejo', 'duda', 'volver', 'playa', 'piscinar', 'vista', 'impresionante']"
"Cuba no es conocido por su servicio increíble, pero este lugar debería ser! De lejos, el mejor servicio que recibí en Cuba. La comida era deliciosa, otra rareza para la isla. El propietario nos proporcionó información sobre la comida que pedimos y el chef. Cuando...la comida fue hecho nos dio sugerencias sobre dónde ir para esa noche. Una gran experiencia en Cuba. Vale la pena el dinero.Más","['cuba', 'conocido', 'servicio', 'increible', 'lugar', 'deberio', 'ser', 'lejos', 'mejor', 'servicio', 'recibi', 'cuba', 'comida', 'deliciós', 'rareza', 'isla', 'propietario', 'proporciono', 'informacion', 'comida', 'pedir', 'chef', 'comida', 'hecho', 'dar', 'sugerencia', 'ir', 'noche', 'gran', 'experiencia', 'cuba', 'valer', 'pena', 'dineroma']"
